year of birth,gender,name,ALL (count),ALL (rank),HISPANIC (count),HISPANIC (rank),ASIAN AND PACIFIC ISLANDER (count),ASIAN AND PACIFIC ISLANDER (rank),WHITE NON HISPANIC (count),WHITE NON HISPANIC (rank),BLACK NON HISPANIC (count),BLACK NON HISPANIC (rank),UNKNOWN (count),UNKNOWN (rank),
1990,FEMALE,STEPHANIE,1198,1,715,1,74,2,251,7,140,9,18,5
1990,FEMALE,JESSICA,1090,2,392,3,72,3,404,1,200,5,22,3
1990,FEMALE,ASHLEY,921,3,280,5,34,18,210,14,383,1,14,6
1990,FEMALE,JENNIFER,895,4,466,2,100,1,228,12,87,18,14,6
1990,FEMALE,AMANDA,865,5,336,4,34,18,362,3,110,13,23,1
1990,FEMALE,SAMANTHA,775,6,214,9,32,25,368,2,142,8,19,4
1990,FEMALE,NICOLE,650,7,147,16,29,28,349,4,125,11,0,9
1990,FEMALE,CHRISTINA,620,8,203,11,54,6,237,10,126,10,0,9
1990,FEMALE,MELISSA,585,9,265,6,30,26,167,18,109,14,14,6
1990,FEMALE,FEMALE,584,10,107,24,34,18,127,25,293,2,23,1
1990,FEMALE,MICHELLE,562,11,223,7,58,5,183,17,98,15,0,9
1990,FEMALE,ELIZABETH,514,12,196,12,29,28,242,9,47,37,0,9
1990,FEMALE,TIFFANY,486,13,172,15,45,8,49,73,220,4,0,9
1990,FEMALE,DANIELLE,460,14,44,80,23,35,249,8,144,7,0,9
1990,FEMALE,SARAH,453,15,58,61,65,4,290,6,40,54,0,9
1990,FEMALE,KATHERINE,425,16,222,8,35,14,152,20,16,159,0,9
1990,FEMALE,JASMINE,418,17,136,19,15,59,17,177,250,3,0,9
1990,FEMALE,LAUREN,409,18,53,65,12,74,299,5,45,41,0,9
1990,FEMALE,BRITTANY,405,19,72,41,0,99,165,19,168,6,0,9
1990,FEMALE,CRYSTAL,369,20,210,10,0,99,34,95,125,11,0,9
1990,FEMALE,RACHEL,354,21,41,86,35,14,234,11,44,42,0,9
1990,FEMALE,ALEXANDRA,335,22,84,33,15,59,212,13,24,103,0,9
1990,FEMALE,REBECCA,316,23,59,59,29,28,184,16,44,42,0,9
1990,FEMALE,MARIA,306,24,185,13,12,74,98,34,11,229,0,9
1990,FEMALE,CHRISTINE,302,25,92,28,39,12,101,32,70,25,0,9
1990,FEMALE,EMILY,301,26,79,38,33,21,189,15,0,276,0,9
1990,FEMALE,KIMBERLY,290,27,108,23,17,45,87,39,78,20,0,9
1990,FEMALE,VANESSA,285,28,174,14,0,99,35,93,76,23,0,9
1990,FEMALE,VICTORIA,271,29,64,51,29,28,125,26,53,32,0,9
1990,FEMALE,BIANCA,259,30,136,19,0,99,27,120,96,16,0,9
1990,FEMALE,DIANA,255,31,143,17,33,21,60,60,19,139,0,9
1990,FEMALE,LAURA,251,32,78,39,21,37,135,22,17,153,0,9
1990,FEMALE,ALYSSA,241,33,65,49,0,99,145,21,31,73,0,9
1990,FEMALE,ERICA,233,34,93,27,14,64,69,52,57,27,0,9
1990,FEMALE,JACQUELINE,231,35,86,31,16,53,103,31,26,96,0,9
1990,FEMALE,CATHERINE,227,36,118,22,19,41,74,45,16,159,0,9
1990,FEMALE,LISA,227,36,45,77,45,8,99,33,38,57,0,9
1990,FEMALE,SARA,208,38,35,101,29,28,129,23,15,166,0,9
1990,FEMALE,ANGELA,205,39,62,53,38,13,74,45,31,73,0,9
1990,FEMALE,NATALIE,199,40,107,24,12,74,57,66,23,109,0,9
1990,FEMALE,ESTHER,198,41,16,207,41,11,129,23,12,209,0,9
1990,FEMALE,CYNTHIA,191,42,119,21,15,59,26,125,31,73,0,9
1990,FEMALE,ANDREA,190,43,69,46,0,99,66,54,55,31,0,9
1990,FEMALE,MEGAN,185,44,44,80,10,90,107,29,24,103,0,9
1990,FEMALE,GABRIELLE,173,45,59,59,0,99,73,48,41,49,0,9
1990,FEMALE,MELANIE,171,46,90,29,0,99,59,61,22,115,0,9
1990,FEMALE,NATASHA,165,47,60,56,10,90,22,147,73,24,0,9
1990,FEMALE,ANNA,157,48,26,132,33,21,98,34,0,276,0,9
1990,FEMALE,ALEXIS,156,49,56,63,0,99,49,73,51,34,0,9
1990,FEMALE,KELLY,155,50,32,112,13,71,92,38,18,148,0,9
1990,FEMALE,ANA,148,51,137,18,0,99,11,273,0,276,0,9
1990,FEMALE,ARIEL,145,52,45,77,0,99,52,70,48,36,0,9
1990,FEMALE,KRYSTAL,144,53,85,32,0,99,18,170,41,49,0,9
1990,FEMALE,ANGELICA,144,53,104,26,0,99,21,151,19,139,0,9
1990,FEMALE,KRISTEN,144,53,19,172,0,99,107,29,18,148,0,9
1990,FEMALE,AMY,140,56,53,65,44,10,43,86,0,276,0,9
1990,FEMALE,DANA,139,57,13,249,0,99,95,36,31,73,0,9
1990,FEMALE,ARIELLE,133,58,28,121,10,90,53,69,42,45,0,9
1990,FEMALE,KAREN,131,59,67,48,30,26,20,158,14,185,0,9
1990,FEMALE,OLIVIA,130,60,17,195,0,99,72,50,41,49,0,9
1990,FEMALE,PATRICIA,127,61,51,70,0,99,44,85,32,71,0,9
1990,FEMALE,MARY,126,62,19,172,20,39,67,53,20,129,0,9
1990,FEMALE,DENISE,126,62,90,29,0,99,13,240,23,109,0,9
1990,FEMALE,MIRIAM,125,64,20,165,12,74,93,37,0,276,0,9
1990,FEMALE,KRISTINA,123,65,45,77,0,99,59,61,19,139,0,9
1990,FEMALE,CAITLIN,123,65,0,328,0,99,123,27,0,276,0,9
1990,FEMALE,CHAYA,123,65,0,328,15,59,108,28,0,276,0,9
1990,FEMALE,JASMIN,121,68,83,35,0,99,0,313,38,57,0,9
1990,FEMALE,VERONICA,120,69,64,51,0,99,34,95,22,115,0,9
1990,FEMALE,TATIANA,117,70,62,53,0,99,12,252,43,44,0,9
1990,FEMALE,KIARA,114,71,72,41,0,99,0,313,42,45,0,9
1990,FEMALE,JOANNA,112,72,41,86,16,53,45,81,10,252,0,9
1990,FEMALE,LEAH,112,72,0,328,11,85,82,41,19,139,0,9
1990,FEMALE,CAROLINE,109,74,36,99,0,99,73,48,0,276,0,9
1990,FEMALE,ERIKA,109,74,72,41,0,99,17,177,20,129,0,9
1990,FEMALE,KAYLA,109,74,51,70,0,99,31,109,27,89,0,9
1990,FEMALE,JULIA,108,77,21,157,0,99,87,39,0,276,0,9
1990,FEMALE,PRISCILLA,107,78,84,33,13,71,10,298,0,276,0,9
1990,FEMALE,CINDY,107,78,62,53,33,21,0,313,12,209,0,9
1990,FEMALE,CHELSEA,107,78,24,137,0,99,52,70,31,73,0,9
1990,FEMALE,COURTNEY,107,78,0,328,0,99,49,73,58,26,0,9
1990,FEMALE,ALLISON,107,78,17,195,10,90,80,43,0,276,0,9
1990,FEMALE,JILLIAN,105,83,21,157,0,99,74,45,10,252,0,9
1990,FEMALE,DOMINIQUE,104,84,0,328,0,99,11,273,93,17,0,9
1990,FEMALE,GINA,103,85,33,108,0,99,58,64,12,209,0,9
1990,FEMALE,JAMIE,99,86,19,172,10,90,59,61,11,229,0,9
1990,FEMALE,SABRINA,99,86,30,115,0,99,31,109,38,57,0,9
1990,FEMALE,CASSANDRA,99,86,30,115,0,99,27,120,42,45,0,9
1990,FEMALE,SASHA,98,89,60,56,0,99,11,273,27,89,0,9
1990,FEMALE,KARINA,97,90,82,37,0,99,15,207,0,276,0,9
1990,FEMALE,ALICIA,96,91,23,145,0,99,27,120,46,39,0,9
1990,FEMALE,JUSTINE,95,92,37,97,0,99,34,95,24,103,0,9
1990,FEMALE,DESIREE,95,92,49,73,0,99,15,207,31,73,0,9
1990,FEMALE,CRISTINA,94,94,68,47,0,99,26,125,0,276,0,9
1990,FEMALE,MONIQUE,93,95,11,291,0,99,0,313,82,19,0,9
1990,FEMALE,JENNY,93,95,29,119,49,7,15,207,0,276,0,9
1990,FEMALE,CHANA,92,97,0,328,11,85,81,42,0,276,0,9
1990,FEMALE,CARMEN,90,98,73,40,17,45,0,313,0,276,0,9
1990,FEMALE,MONICA,90,98,35,101,14,64,25,131,16,159,0,9
1990,FEMALE,KATHLEEN,87,100,42,83,0,99,45,81,0,276,0,9
1990,FEMALE,VALERIE,87,100,38,94,0,99,33,98,16,159,0,9
1990,FEMALE,BRITTNEY,86,102,12,272,0,99,17,177,57,27,0,9
1990,FEMALE,YESENIA,83,103,83,35,0,99,0,313,0,276,0,9
1990,FEMALE,ALEXA,83,103,21,157,0,99,62,57,0,276,0,9
1990,FEMALE,GRACE,83,103,15,223,35,14,33,98,0,276,0,9
1990,FEMALE,SOPHIA,80,106,13,249,18,43,33,98,16,159,0,9
1990,FEMALE,JULIE,79,107,23,145,15,59,41,89,0,276,0,9
1990,FEMALE,MICHELE,79,107,22,154,12,74,45,81,0,276,0,9
1990,FEMALE,EBONY,78,109,0,328,0,99,0,313,78,20,0,9
1990,FEMALE,SHANIQUA,78,109,0,328,0,99,0,313,78,20,0,9
1990,FEMALE,SHANNON,78,109,0,328,0,99,41,89,37,61,0,9
1990,FEMALE,LINDA,77,112,31,113,35,14,11,273,0,276,0,9
1990,FEMALE,LESLIE,76,113,65,49,0,99,0,313,11,229,0,9
1990,FEMALE,SANDRA,76,113,41,86,0,99,14,225,21,119,0,9
